deepcsv;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.971723) : (1.00383)) : (x<50 ? 1.00812:0.999822)) : (x<100 ? (x<80 ? (x<70 ? 0.991533:1.01505) : (1.05378)) : (x<120 ? 1.05168:1.16132))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.26086:1.33999) : (1.41709)) : (x<400 ? 1.57011:1.5951)) : (x<800 ? (x<670 ? 1.86562:2.09895) : (x<1000 ? 1.2547:0)))" 
1, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.899805) : (0.923601)) : (x<50 ? 0.930486:0.934624)) : (x<100 ? (x<80 ? (x<70 ? 0.93501:0.934371) : (0.93337)) : (x<120 ? 0.933435:0.933373))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.930963:0.923294) : (0.914069)) : (x<400 ? 0.90691:0.909625)) : (x<800 ? (x<670 ? 0.901169:0.871883) : (x<1000 ? 0.873985:0)))" 
1, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.71768) : (0.731351)) : (x<50 ? 0.735429:0.714361)) : (x<100 ? (x<80 ? (x<70 ? 0.684055:0.700994) : (0.696409)) : (x<120 ? 0.698285:0.707561))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.699076:0.736549) : (0.695876)) : (x<400 ? 0.695698:0.675367)) : (x<800 ? (x<670 ? 0.797782:0.721816) : (x<1000 ? 0.656458:0)))" 
1, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.772011) : (0.785712)) : (x<50 ? 0.767502:0.746106)) : (x<100 ? (x<80 ? (x<70 ? 0.75285:0.76455) : (0.782383)) : (x<120 ? 0.756492:0.816097))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.887637:0.920553) : (0.95717)) : (x<400 ? 1.10517:1.02703)) : (x<800 ? (x<670 ? 1.14434:1.53819) : (x<1000 ? 0.703274:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.966737) : (0.977505)) : (x<50 ? 0.979123:0.979932)) : (x<100 ? (x<80 ? (x<70 ? 0.979085:0.979363) : (0.975966)) : (x<120 ? 0.976975:0.978585))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.983017:0.98468) : (0.984883)) : (x<400 ? 0.98366:0.987241)) : (x<800 ? (x<670 ? 0.998346:0.993857) : (x<1000 ? 1.04361:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.998089) : (1.02167)) : (x<50 ? 1.01997:0.99399)) : (x<100 ? (x<80 ? (x<70 ? 0.981242:0.988019) : (0.978565)) : (x<120 ? 0.995641:0.994416))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.996704:1.03803) : (0.99021)) : (x<400 ? 1.01007:0.991754)) : (x<800 ? (x<670 ? 1.11504:1.21826) : (x<1000 ? 1.20856:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.17143) : (1.22195)) : (x<50 ? 1.24873:1.25354)) : (x<100 ? (x<80 ? (x<70 ? 1.23022:1.26554) : (1.32518)) : (x<120 ? 1.34687:1.50654))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.63409:1.75942) : (1.877)) : (x<400 ? 2.03504:2.16317)) : (x<800 ? (x<670 ? 2.5869:2.65971) : (x<1000 ? 1.80613:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.902078) : (0.923657)) : (x<50 ? 0.929662:0.930954)) : (x<100 ? (x<80 ? (x<70 ? 0.929402:0.928886) : (0.924987)) : (x<120 ? 0.923015:0.922951))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.922625:0.917626) : (0.915214)) : (x<400 ? 0.914051:0.91256)) : (x<800 ? (x<670 ? 0.916097:0.87978) : (x<1000 ? 0.896834:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.824189) : (0.835503)) : (x<50 ? 0.802963:0.80343)) : (x<100 ? (x<80 ? (x<70 ? 0.78374:0.776811) : (0.761427)) : (x<120 ? 0.755469:0.735754))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.758761:0.751533) : (0.756355)) : (x<400 ? 0.798882:0.720743)) : (x<800 ? (x<670 ? 0.784477:0.659455) : (x<1000 ? 0.588286:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.821307) : (0.859192)) : (x<50 ? 0.906939:0.914418)) : (x<100 ? (x<80 ? (x<70 ? 0.872372:0.866335) : (0.925363)) : (x<120 ? 0.976717:0.998024))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.16065:1.23961) : (1.36438)) : (x<400 ? 1.85418:1.10376)) : (x<800 ? (x<670 ? 1.4964:7.11121) : (x<1000 ? 0.678759:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.850476) : (0.884005)) : (x<50 ? 0.895203:0.898361)) : (x<100 ? (x<80 ? (x<70 ? 0.898411:0.897712) : (0.89477)) : (x<120 ? 0.892354:0.891271))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.887957:0.880211) : (0.874024)) : (x<400 ? 0.867722:0.863662)) : (x<800 ? (x<670 ? 0.855616:0.811105) : (x<1000 ? 0.811469:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.652342) : (0.653141)) : (x<50 ? 0.629371:0.627266)) : (x<100 ? (x<80 ? (x<70 ? 0.61873:0.617888) : (0.598299)) : (x<120 ? 0.596791:0.582599))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.597026:0.601068) : (0.617645)) : (x<400 ? 0.630665:0.548959)) : (x<800 ? (x<670 ? 0.581908:0.484533) : (x<1000 ? 0.322657:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.544454) : (0.582937)) : (x<50 ? 0.62091:0.642976)) : (x<100 ? (x<80 ? (x<70 ? 0.609923:0.609808) : (0.671973)) : (x<120 ? 0.716507:0.705384))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.818025:0.834107) : (0.948951)) : (x<400 ? 1.24746:0.661643)) : (x<800 ? (x<670 ? 0.977915:-2.9797) : (x<1000 ? 0.0924016:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.953681) : (0.963308)) : (x<50 ? 0.964122:0.963547)) : (x<100 ? (x<80 ? (x<70 ? 0.960393:0.96006) : (0.955205)) : (x<120 ? 0.953676:0.954631))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.957293:0.955041) : (0.956404)) : (x<400 ? 0.960381:0.961458)) : (x<800 ? (x<670 ? 0.976578:0.948454) : (x<1000 ? 0.982198:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.996037) : (1.01786)) : (x<50 ? 0.976556:0.979593)) : (x<100 ? (x<80 ? (x<70 ? 0.948751:0.935734) : (0.924556)) : (x<120 ? 0.914146:0.888909))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.920495:0.901999) : (0.895065)) : (x<400 ? 0.967098:0.892528)) : (x<800 ? (x<670 ? 0.987046:0.834378) : (x<1000 ? 0.853914:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.09816) : (1.13545)) : (x<50 ? 1.19297:1.18586)) : (x<100 ? (x<80 ? (x<70 ? 1.13482:1.12286) : (1.17875)) : (x<120 ? 1.23693:1.29066))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.50328:1.6451) : (1.77981)) : (x<400 ? 2.46091:1.54588)) : (x<800 ? (x<670 ? 2.01489:17.2021) : (x<1000 ? 1.26512:0)))" 
